,text,title
322,"The All Pakistan Textile Mills Association (APTMA) Punjab Zone will observe a black day on Wednesday the 14th of October to protest against the Punjab government not having accepted their demands. Addressing a press conference in Lahore, Chairman APTMA Punjab, Amir Fayaz said the association had been conveying their reservations and grievances to the government for the last many months, but the government has done nothing besides offering comforting statements. He stressed that due to existing electricity tariffs and the shortage of gas, the textile industry is suffering. He added that approximately 30-35 mills have shut down, adding that on the 14th of October all mills will remain closed.",aptma punjab zone to observe black day tomorr
14196,"Comments 
The AP has uncovered concrete evidence that Melania Trump worked illegally in the United States, before obtaining an H-1B Visa as a fashion model: 
Melania Trump was paid for 10 modeling jobs in the United States worth $20,056 that occurred in the seven weeks before she had legal permission to work in the country, according to detailed accounting ledgers, contracts and related documents from 20 years ago provided to The Associated Press. 
Melania Trump’s immigration status was first questioned in early August after the New York Post released nude photos of the prospective First Lady. 
That led the Washington Post to fact check the story and concluded that the photos were taken the year before she claimed to have arrived in America. The facts are that she definitely worked in the United States before getting her first visa in 1996 : 
Mrs. Trump, who received a green card in March 2001 and became a U.S. citizen in 2006, has always maintained that she arrived in the country legally and never violated the terms of her immigration status. During the presidential campaign, she has cited her story to defend her husband’s hard line on immigration. 
The wife of the GOP presidential nominee, who sometimes worked as a model under just her first name, has said through an attorney that she first came to the U.S. from Slovenia on Aug. 27, 1996, on a B1/B2 visitor visa and then obtained an H-1B work visa on Oct. 18, 1996. 
The documents obtained by the AP show she was paid for 10 modeling assignments between Sept. 10 and Oct. 15, during a time when her visa allowed her generally to be in the U.S. and look for work but not perform paid work in the country. The documents examined by the AP indicate that the modeling assignments would have been outside the bounds of her visa. 
Later reports from the Trump organization about her immigration status appeared to show that under the Republican nominee’s own policies , Melania Trump probably would not be allowed in the country. 
Immigration violations can be re-litigated at any later date, if they are fraud or misrepresentation on any of the documents used to gain entry or US citizenship, although this almost never happens. 
The AP reports that the United States government only seeks to revoke citizenship in the “most egregious cases, such as instances involving terrorism or war crimes.” 
However, it’s likely that Melania Trump’s immigration status and her Republican nominee husband’s hypocritical stances towards immigration may be thrust into the maelstrom of the waning days of this year’s presidential campaign. 
The big question is: Using the Trump standard for deportation – which would send his wife home to Slovenia – will the Republican candidate petition to send his wife out of the United States?",AP Just Confirmed Melania Trump Worked Illegally As An Immigrant
14053,"Singer Joy Villa’s album sales spiked significantly after the   ’s   Trump Grammys dress set social media on fire Sunday. [Villa walked the red carpet wearing a     dress decorated with Trump’s “Make America Great Again” slogan. Hours after unveiling the gown, digital sales for Villa’s album, I Make the Static, climbed to the top spot on Amazon’s list of top 100 digital albums.  The 2014 rock album’s sales also spiked, hitting the number seven spot on the iTunes top albums list, Fox News reports. According to the screenshot she shared, the singer’s album was beating albums by more   artists like Big Sean and Lady Gaga, the latter of whom performed during Sunday night’s ceremony. As of 9 a. m. Pacific Time on Monday, Villa’s album was at the #11 spot on the iTunes charts, while Lady Gaga’s The Fame was at #33 and Beyoncé’s Album of the   Lemonade was at #90. Blown away and overwhelmed by the positive feedback, Villa thanked her “amazing fans and supporters,” which she said had left her “speechless. ” “I’m speechless  …    you, my amazing fans and supporters have put me to #16 on the iTunes Top Albums Charts! ,” the singer wrote on Instagram.  🎶I’m speechless  …    you, my amazing fans and supporters have put me to #16 on the iTunes Top Albums Charts! 😯😱🎶#imakethestatic #itunestopalbum #itunescharts #joyvilla #joyvillagrammys #maga #godblessamerica @mwprinc @thorstenovergaard @officialandresoriano @itunes @realdonaldtrump, A photo posted by Joy Villa (@joyvilla) on Feb 12, 2017 at 11:32pm PST,  Villa said she wanted to make a statement and “go boldly and give no effs. ” The singer’s message was apparently   though not everyone liked it. From calls for her death to degrading insults, the   “tolerant” left smeared Villa for daring to express a political view not in accordance with their own. Last year, teenage classical singer Jackie Evancho saw sales of her albums skyrocket following news that she was to perform the National Anthem at Trump’s inauguration.   Follow Jerome Hudson on Twitter: @JeromeEHudson",Singer Joy Villa Sees Sales Spike after ’MAGA’ Grammys Dress
17479,"Shortly after he defeated Sonny Liston to win the heavyweight title in February 1964, Cassius Clay changed his name to Muhammad Ali. The new name, bestowed by Elijah Muhammad, leader of the Nation of Islam, was important to Ali, who referred to Cassius Clay as his slave name and took umbrage when people used it. But in The New York Times, as in many newspapers and magazines at the time, Cassius Clay won the Liston rematch in 1965, Cassius Clay beat Cleveland Williams in 1966, and Cassius Clay refused to be inducted into the Army in 1967. It wasn’t until the early 1970s that The Times, for one, began to regularly call him Muhammad Ali. Articles appeared in March 1964 about the name change, yet over the next few years The Times mostly referred to Ali as Clay. From 1964 to 1968, Cassius Clay appeared in more than 1, 000 articles, Muhammad Ali in about 150. Sometimes articles would note that he was “also known as Muhammad Ali,” but the bulk of the references were always to Clay. A Times article in 1966 noted that Ali balked at accepting an award because it was inscribed to Cassius Clay, not Muhammad Ali. The article’s headline was “Clay Gets Award as Boxer of Year. ” On page 36 of the Feb. 6, 1967, edition, there were three stories about Ali. A preview of his fight with Ernie Terrell and a Sports of The Times column about the match referred to him as Clay. A news story about his speech at a Houston mosque called him Muhammad Ali in the headline, but Clay in the text. (In general, stories about Ali away from the ring were more likely to use his preferred name.) Robert Lipsyte, a former sports reporter and columnist at The Times, said that editors were “adamant that until Ali changed his name in a court of law, we would call him Cassius Clay. ” Lipsyte and others objected to the policy. “I found it very embarrassing,” he said. “We did not ask what John Wayne and Rock Hudson’s real names were. ” Another former Times reporter, Gerald Eskenazi, remembered “the strange dichotomy of addressing him as ‘Muhammad’ and writing about ‘Clay. ’” The Times was not alone in this policy. The Washington Post regularly referred to Ali as Clay a June 1970 headline in The Post read “Clay Set to Make Boxing Comeback.” In April 1966, Sports Illustrated’s cover read “Cassius Clay, the Man, the Muslim, the Mystery,” though by July 1967 he was referred to as Ali on the cover and inside the magazine. Lipsyte recalled that he once told Ali about the papers calling him Clay, “I feel sorry about this, but this is out of my control. ” Ali responded, “Don’t worry, you’re just a little brother of the white power structure. ” There was not a consistent Times policy against using Muslim names. Malcolm X, for example, was referred to by that name even in the early 1960s, and in the report of his death in 1965, though sometimes his birth name, Malcolm Little, was mentioned in passing. In Ali’s case, change finally came in late 1970, around the time of his return to the ring after a suspension for refusing to serve in the military. On Aug. 19, a headline read “Clay Wins Round in Court Battle,” but on Aug. 24 Lipsyte wrote a column referring to him as Ali throughout. From then on, Times articles began referring to him primarily as Ali, although they usually added “also known Cassius Clay. ” “I don’t remember a real fiat from on high,” Lipsyte said. “I think it was slippage. The older desk guys go and the younger desk guys come in   …     ” Times do change at The Times.’ ”“It’s much more the norm now not to impose a name on someone,” said Philip B. Corbett, the associate editor for standards. “Our basic approach now in general is to use the name people use for themselves. ”” ’He noted that Times coverage of the presidential race referred to Bernie Sanders, Ted Cruz and Jeb Bush, not Bernard, Rafael Edward and John Ellis. The Times was also quick to begin referring to Caitlyn Jenner and Chelsea Manning by their new names and genders. There are limits, though, even today. Performers who have styled their names with unusual symbols like Ke$ha and ? uestlove appear in more conventional spellings in The Times. “We are reluctant to use unorthodox typography,” Corbett said. “It can look like a mistake. ” When Prince declared that his name was an unpronounceable glyph, The Times went with “the artist formerly known as Prince,” and often just Prince. “You want to be respectful to the people you are writing about by using their names,” Corbett said. “On the other hand, you don’t want to baffle your readers. ”","In the Ring He Was Ali, but in the Newspapers He Was Still Clay - The New York Times"
14831,"By Rixon Stewart on November 5, 2016 Rixon Stewart — Nov 3, 2016 Migrants and refugees run to a refugee center after crossing the Croatian-Slovenian border near Rigonce on October 24, 2015. Slovenia says it is considering building a border fence to help stem a record influx of migrants and refugees, as thousands more people arrived from Croatia on October 23. AFP PHOTO / JURE MAKOVEC (Photo credit should read Jure Makovec/AFP/Getty Images) Over one hundred years ago General Albert Pike wrote a letter to Giuseppi Mazzini, the founder of modern Italy. The letter turned out to be grimly prophetic and to this day its content are still highly controversial. In the letter Pike foretold the coming of three world wars. The first would see a clash between the “ British and Germanic Empires”, Pike wrote, and it would result in the overthrow of the Russian Czar. Thereafter, Pike continued: “The Second World War must be fomented by taking advantage of the differences between the Fascists and the political Zionists. “During the Second World War, International Communism must become strong enough in order to balance Christendom, which would be then restrained and held in check until the time when we would need it for the final social cataclysm.” ( Quote source ) Of course there have been claims that Pike’s letter is a forgery . Just as there have been similar allegations about the Protocols of the Learned Elders of Zion. However, that doesn’t change the fact that many of the events we see unfolding before us today were outlined in Pike’s letter, which first became more widely known in the 1950s through the writings of Willaim Guy Carr , a former Canadian intelligence officer. That was well before the current migrant crisis and the so-called ‘War on Terror’, both of which can be seen alluded to in Pike’s 1871 letter to Mazzini. So regardless of the letter’s provenance, it still foreshadows much of what we see unfolding in the world today. Pike continues: “The Third World War must be fomented by taking advantage of the differences caused by the “agentur” of the “Illuminati” between the political Zionists and the leaders of Islamic World. The war must be conducted in such a way that Islam (the Moslem Arabic World) and political Zionism (the State of Israel) mutually destroy each other. ( Ibid ) Readers will note that mention is made of “political Zionism”. This effectively neutralises arguments to dismiss Pike’s letter as an “anti-Semitic forgery, as has been attempted with the Protocols. Because Pike doesn’t mention “Zionism” in way that suggests its complicity in the plot. He simply refers to it as a another element in the overall equation. Just as he mentions “communism”, it’s another means to manipulate the uninitiated. Moreover, according to Pike, the conflict will spread beyond the confines of the Middle East: Meanwhile the other nations, once more divided on this issue will be constrained to fight to the point of complete physical, moral, spiritual and economical exhaustion… ( Ibid ) How will other nations “be divided on this issue”? Through the mass influx of migrants from the “Muslim Arabic World”, ostensibly fleeing conflicts that the West has helped initiate. How will they be “constrained to fight”? On the basis of “humanitarian concerns”; that conveniently provide a false justification for military interventions: as happened in Iraq, in Libya and now Syria. Nor is it a coincidence that there are so few women and children among the migrants currently streaming into Europe. Most are able bodied men of military service age and four out of five are not even Syrian . Moreover, most are not even refugees, in the strict sense of the term. They are economic migrants in search of better prospects, which explains why there are so few woman and children among them. What’s more the majority are not devout Muslims. The ‘Muslim’ angle is being peddled by the corporate media in order to promote the idea of a wider conflict; a notion first proposed by Illuminati strategist Samual Huntington under the label the Clash of Civilisations . The idea being that out of the chaos spawned by wars a “new order” would arise. The need to provide the migrants with “humanitarian” aid is a pretext promoted by the likes of billionaire George Soros to get European nations to open their borders. At the last count over one million migrants had entered Germany and from there spread out to the rest of Europe. Given their demographic make-up — able-bodied men of military service age with little education and few job prospects — it’s a potential time bomb. It will only take renewed strife in the Middle East for the conflict there to spread among Europe’s newly arrived immigrants, and manifest in bombings, shootings, suicide attacks etc. All of which sets the scene for what Pike described as: …a formidable social cataclysm which in all its horror will show clearly to the nations the effect of absolute atheism, origin of savagery and of the most bloody turmoil. ( Ibid ) Gangs of migrants armed with clubs and staves prowl the streets of the 10th Arrondissement, Paris, at night. Click to enlarge Recent reports from Paris demonstrate how this scenario is beginning to unfold on the streets of the French capital . This is no accident. It is exactly as foreseen by Albert Pike over a century ago and it is now being brought to fruition with the help of what Pike called “agentur” of the “Illuminati” . Who can probably be more readily identified today in the likes of George Soros and Angela Merkel The ultimate objective is to destroy the old existing order and establish a new world order in its place. To this end the likes of Soros and Merkel are working toward establishing a new global feudalism. A fiefdom presided over by themselves, the bankers, their security personnel and their technocrats. While beneath them a huge global underclass, made up of a mix of various races and tongues, toils in their global plantation. However, there is one major obstacle to the fulfilment of this plan — and that is Putin’s Russia. It’s no mere accident that the Soros’s supposed charity Foundation has been banned in Russia . Nor is it a coincidence that NATO is steadily encircling Russia with military bases and encroaching ever closer to its borders. The stakes couldn’t be higher. What happens in the next few years will be critical to the development of the human race. Will future generations grow up in a global slave state, where political correctness is paramount? Or will they find themselves in a world where individuality and personnel freedom are more highly prized?",Albert Pike and the European Migrant Crisis
1303,"India and Pakistan will lock horns in the highly anticipated Asia Cup on Saturday at the Shere Bangla National stadium in Mirpur.</strongIndia are hot favourites during the mouth watering encounter. But in T20 format its very difficult to predict a winner.Pakistani all rounder Shoaib Malik said that though India have the winning momentum, Pakistan could give a tough fight to their old rivals.Indian batsmen are very consistent but we have a good bowling attack. This is going to be a great game. This is going to be a big opportunity for players of both the teams, Malik told a leading Hindi news channel.Malik, however, made it clear that his wife Sania Mirza would cheer for Team India this weekend.We maintain the same status. She supports Team India and wants her husband to do well, perform well in the middle if he is playing, he added.",Sania to support India wants husband Shoaib to do 
5861,"Podcast: Play in new window | Download | Embed 
Your vote is statistically meaningless and will not sway the (s)election. Your vote is strategically meaningless and decides nothing about the future of the country. Your vote is useless, as the (s)election is rigged anyway. But as Larken Rose of LarkenRose.com reminds us, what really matters is that voting is immoral, legitimizing a system of authoritarian control and empowering the oligarchs who created the system and control its results. 
CLICK HERE for show notes and mp3 audio for this conversation",Larken Rose on the Immorality of Voting
6876,"It had been decades since I’d flown over a pair of handlebars. One moment I was bouncing along,   in sagebrush, mind reeling from all the natural beauty zipping by, and the next I’d caught a wheel on a rock and gone sailing into that familiar somersault: butt rising from the saddle, shoulders twisting violently, hips lurching    heels actually clicking midair, sunglasses and water bottle and   Clif Bar hurtling into the trees, the ground closing in. Because I was aimed steeply downhill, partway into a   gully, I landed more or less on my feet, like a gymnast, before flopping onto my stomach with an “Ugh!” and briefly bodysurfing. Miraculously unscathed, I dusted myself off and glanced around. Out here, alone in the wilderness, at least nobody was watching. Looking back, it seems strange that I kept going. I was just   of the way into a      trip with an old friend, Dacus, whom I had abandoned an hour earlier with a broken chain. It wasn’t even my first wipeout. My shins were already pulped after crashing through a wall of thistle. Most alarmingly, I had scant cellphone reception. But the thought of returning the way I had come  —   wading a murky creek and huffing up a rutted cow path choked with wood ticks  —   was more depressing. Besides, it had been my idea to cycle the Maah Daah Hey Trail, the longest and arguably most grueling   mountain biking route in the United States. I was an unlikely candidate for the trip: I had never ridden a mountain bike before, or even camped much. But I’d read about the trail  —   a doorstep to the lush, vertiginous, sunstruck vastness of the North Dakota Badlands, which Theodore Roosevelt called “a place of grim beauty”  —   and was sold. Dacus, a   neophyte living in New Orleans, took some convincing. But in early June, we arrived in the striving tourist town of Medora, a   point for the trail. At Dakota Cyclery, an excellent bike shop and outfitter, we rented sturdy mountain bikes, trail maps and bike bags for carrying our gear, and booked a shuttle ride to a northern trailhead, all for a reasonable $375 apiece. With four days of food and clothing lashed to our bikes, and with the vaguest notion of what awaited us, we started pedaling. Something I didn’t know about mountain biking, at least on a trail this challenging: You cannot look up. Even for a second. To do so is to court ruin. Forget about the scenery, all that peripheral beauty gone by in a flash, the profound silence, the bliss of seclusion. Was that a bull elk up ahead or merely a juniper? Oh, how the rings of morning light smolder over that ridgeline . .. Wake up! Dial it in, man! Head down! Eyes locked on the trail! Let your mind drift and you are toast. Unfortunately for me, on the Maah Daah Hey, the temptation to look up is endless. The North Dakota Badlands are sometimes compared to the loping greenery of New Hampshire’s White Mountains  —   but that’s apt only if the greenery had been painted on top of   canyon land. At its edges, the Badlands flatten into farm country, but their heart is the swaying,   steppe of the Little Missouri National Grassland: more than a million acres of astonishingly beautiful, infernally punishing terrain. At every turn, it induces a wandering eye. Bridging the north and south sections of Theodore Roosevelt National Park, the Maah Daah Hey is 144. 7 miles all told, but Dacus and I were tackling only the first 96, departing from Bennett camp, just outside the north section. From the very start, it was all up, up, up. With an elevation gain of 8, 600 sidewinding feet, it began to feel Dantean. Everywhere were wonderful reminders of our mortality: sheer   drops into   river bottoms eroding hillside ledges that slid away in our wake   cows with a knack for materializing around blind turns and at road crossings, careening oil trucks. Had I been in a morbid frame of mind, I might have chucked it all at Mile 3, when Dacus’s chain broke. The plan at that point was to reconnect farther along, after Dacus had hiked back to the trailhead, called Dakota Cyclery for help, and had them drop him off around Mile 10. I rolled on, feeling abruptly, utterly alone. We’d seen no one else all morning, and our first campsite was still 22 miles away. My prevailing concern, however, was staying on my bike. Before my acrobatic dismount, I’d narrowly missed being brained by a lolling branch. Later, I had screeched to a halt at the lip of a sharp declivity and, unable to find a foothold, simply timberrrrrrrrred into the sagebrush. But it was a warm day, in the low 80s, with a delicious tailwind. Wildflowers crowded my wheels: blue flax and sego lily, golden pea and spiderwort. Prairie grasses of muted yellows and olives bristled under a heartbreakingly blue sky. I startled a pronghorn, a relative of the antelope, which took off, kicking up sparks of dirt I trailed it across several hundred yards of upland meadow, until it was a bead in the distance. I had been reading a biography of Sitting Bull, the great Lakota holy man, and knew that far to my left was a siltstone butte called Killdeer Mountain, where in the summer of 1864, the United States Army attacked a peaceful Indian encampment, killing around 150 Santee and Lakota Sioux, though Sitting Bull survived. As they retreated and regrouped for the Battle of the Badlands  —   fought later that summer at the trail’s midsection near Medora  —   the Sioux very likely passed not far from where I was riding. Straddling a $2, 000       mountain bike, and with three liters of cold water in my insulated hydration pack, it was humbling to think of Sitting Bull, a fugitive in his own home, short on water and horses, trying to lead his people to safety over this broken ground. Onward I slogged, from tabletop plain to forests of pinyon and juniper to gravel culvert and back again. Where the trail crossed County Road 50, the outfitter’s van appeared with Dacus grinning in a window. A doctored chain, a   and we were off again. And then, within minutes, we were lost. While mostly well marked, with signposts placed every 500 feet or so, the Maah Daah Hey can devolve into a latticework of tracks  —   some of them cow paths, some blazed by backcountry regulars  —   forking this way and that, and ebbing into   voids. I   the map and scanned its stupefying squiggles for a clue. Which way was north again? And then there it was, in the dirt at my feet: Some benevolent soul had scrawled an arrow with a fingertip, pointing the way ahead. We soon crossed Beicegel Creek, where     petrified cedar stumps stood in the shallows, a reminder that western North Dakota had once been subtropical wetlands, like today’s Everglades. I gazed down at fossilized abalone and nautilus shells. Toward dusk, we found ourselves flying through an immense pasture, scattering herds of black cows and calves, the light running out behind us. It felt like a reward for a very patchy first day, perched in our pedals and roaring across the beautiful emptiness, tilted slightly downhill with the wind in our faces. After 25 hard miles, our campsite was just minutes away. Now I got this whole mountain biking deal. We were ripping! Until Dacus went airborne. He lacked the luck I’d had earlier and bounced off his head before crashing onto his tailbone. Somehow he walked away, but with the air of a sky diver whose chute had only partly opened. We inspected his helmet. It had a crack down the middle. “Wow,” I said. “You O. K.?” “I think so,” he said, woozily. “What happened?” “It was so beautiful, I decided to look around for a second. ” “Big mistake. ” We camped that night next to   creek called Magpie, in a copse of ash and cottonwood. It was shady down in there, so cool and quiet. I crawled on all fours into my tent and sat plucking ticks from my legs. I was spent, my body a factory of pain. But as I stared into the woods, into the fields beyond, I felt  . The Maah Daah Hey was a long time in coming. Originally conceived as a horseback trail, it took the Forest Service a decade to stitch together the inaugural 96 miles in 1999  —   a patchwork of federal, state and private lands  —   and in 2014 they finished a second section, called the Deuce, which tacked on 48. 7 miles (there are more miles to come, pending federal financing). For mountain bikers, who caught wind of the trail early on and now make up the vast majority of its 15, 000 annual users, the wait was worth it. The Maah Daah Hey ranks with the storied Slickrock Trail in Utah and the McKenzie River Trail in Oregon as among the country’s greatest  . It laps both by more than 100 miles. But the landscape of the Maah Daah Hey has a deeper meaning. The trail happens to run straight through what until the late 19th century had been home to scores of Badlands tribes, principally the Mandan, Hidatsa and Arikara, but also the Assiniboine, Blackfoot, Chippewa, Crow, and Oglala and Lakota Sioux (“maah daah hey” is Mandan for grandfather). In fact, the trail is part of an ancient, intertribal trading and hunting network that once stretched all the way to South Dakota, Montana and the Knife River Indian villages near Stanton, N. D. where in 1804, Lewis and Clark met Sacagawea while wintering among the Mandan. On the heels of Lewis and Clark’s visit, the Mandan, Hidatsa and Arikara were nearly wiped out by smallpox. The survivors banded together and endured, but like all Badlands natives, they were eventually forced to forsake their ancestral lands for reservation life. Before arriving in North Dakota, I had spoken to Gerard Baker, a   and former superintendent of the Mount Rushmore National Monument. It was Mr. Baker who had named the trail  —   at the Forest Service’s request  —   partly inspired by stories his late father, Paige Baker Sr. had told him about the longstanding   presence there. “I wanted to name it ‘maah daah hey’ because grandfathers are always supposed to be around,” Mr. Baker said. “From a clanship standpoint, we Indians have a lot of grandfathers, and whether you’re having hard times or good times, they’re supposed to be there for you. That’s what the trail means. You can go out there by yourself and cry and nobody will hear you except the spirits, and they’ll help you. ” Mr. Baker had little interest in mountain biking, and saw the trail more as a symbol of his secular and spiritual bond with the Badlands. “This is an area that the   associate with our spirits and our history,” he said, adding that the trail’s northern end is a short drive from the Mandan, Hidatsa and Arikara reservation at Fort Berthold. “The Badlands were closed off to us for so long. Now they’re open to us again. We have a lot of spirits that still live out there, and we feel an ownership to the land. Deep in our hearts, it’s still ours, man. ” At Mr. Baker’s suggestion, I had placed a clump of tobacco on the trail as Dacus and I had set out, praying to the four directions  —   North, South, East, West  —   for our safe delivery. Whether or not it was working seemed to be an open question. Each morning we wondered what the day would bring. The wind was constantly at our backs, like a gentle hand pushing us. Rain that had churned the ground into impassable sludge days earlier was nowhere to be seen. Pronghorn sprung from crowns of gamagrass and foxtail barley. Western meadowlarks and bobolinks shot over the fields. At a place called Devils Pass, we gingerly negotiated a gangplank of shattered stone as the trail narrowed over a shadowy gorge. But then the Maah Daah Hey mellowed into flatlands, veering southwesterly and roughly paralleling the Little Missouri River. We crossed the shallows carrying our bikes on our shoulders, wading the reddened, sluggish water up to our thighs. Dacus, hankering for a swim, plopped down in the middle and flapped his legs,   style. We cruised into a maze of huge cottonwoods, a rare length of shade where the grass grew up past our saddles. This was the best part of the trail. The air was stunningly crisp, birdsong flaring and fading. The going was easy. I found a deer antler, a tiny forked thing that I stuffed into my pack, and a little farther on, a   hawk feather, fluted   rustling across the grass. We headed up again, a dizzying climb in equatorial heat, past the tree line, then stopped for lunch on an alcove with amphitheater views. Miles and miles of rough country rolled to the horizon, a leafy sandstone valley sprouting interior courtyards and alleyways, the swollen sun overhead. Scattered incongruously on distant bluffs were several pumpjack oil drilling rigs, most of them inactive, poised over the earth like herons. Western North Dakota has some of the richest oil and natural gas reserves in the world  —   part of the vast Bakken Formation, a geologic superfund of sorts holding billions of barrels of oil, almost all of it reachable only through controversial fracking. During the height of its oil boom from 2006 to 2012, North Dakota produced over a million barrels per day, more than any state besides Texas. When the price of oil dropped in 2014, many rigs went idle. By 3 p. m. we had put 22 miles behind us. Whooping and shouting, we rode a rushing swell of grass, birds in orbit all around, then dropped into a   draw, snaking through shoals of   boulders. One boulder turned out to be a dead cow, its face and hindquarters eaten away. It was hard not to think of it as an omen. Our camp was a wide basin a mile or two from Elkhorn Ranch, where a young Theodore Roosevelt lived from 1884 to 1887. Roosevelt loved the Badlands. He came to rely on their restorative qualities after wearying stints back East. As an avid hunter, partly what he loved was the chance to shoot the   bison, elk and bighorn sheep. Evenings, he’d sit on his veranda with a rifle close at hand. But the Badlands eventually changed Roosevelt, giving shape to a conservationist credo. Sickened by the ravages of hide hunters, he protected 230 million acres of public land during his presidency, including a stunning parcel of North Dakota Badlands. My notes from Day 3 are mostly unprintable here.   miles of blistering, infuriating, jackknifed rock. We pushed and pulled and lugged our oppressive,   bikes over nearly every inch of ground, cursing and sputtering. We couldn’t get enough water. I have an image of Dacus slumped on the trail, febrile and panting, handkerchief covering his face, madly gulping from his water bottle while turkey vultures circled overhead. We decided to ration the four liters apiece we carried, just in case. When we reached a spot with some shade, Dacus lay down for a nap and I scrambled to the top of a butte,   that I’d check my cell reception to see if I could call for a medevac. As I sat there, a mule deer clomped into the clearing below me twitching its big khaki ears. Far off, wavering on the thermals, two golden eagles swung into view. With twilight approaching, we found ourselves in a petrified forest, swerving wildly to avoid the blackened stumps. Camp had to be close by, we reasoned. But our map showed we were still an hour out. We weren’t quite in tears, but we were close. Sooner or later, the Maah Daah Hey Trail, we had to admit, turns grown men into simpering mama’s boys. It’s a place for stern, bushwhacking cyclists and not for city kids after a fleeting nature fix. Dacus put our problem succinctly: “I think what we’re finding is our skill levels just aren’t very high. ” It was almost dark when we arrived in camp, plumb out of water and near the brink of physical and emotional collapse. By good fortune, four experienced mountain bikers were riding the trail that week, and they greeted us with restorative beers and a   dinner. It was a   deciding to wimp out on the last day. A shortcut via a graded service road, we realized, would put us back in Medora by lunchtime, nearly halving the trail’s last 28 miles. With a cloud of dust in our wake, we were in town by noon, sharing a large Hawaiian pizza and guzzling pints of beer. As we sat toasting our accomplishment, I felt a twinge of pride. It hadn’t been pretty, and I was glad it was over, but we’d ridden the Maah Daah Hey Trail, or a good chunk of it anyway, and lived. “Thanks for inviting me along,” Dacus said. “It was amazing. One of the most incredible trips of my life. And I’ll never do it again. ” But I thought happily of our last night in camp, of those gifted cans of Canadian beer, and of some Maah Daah Hey advice that Gerard Baker had given me: “Don’t just look, but listen. Stand out there in the middle of the night and listen. Listen to the trees and to the grass, because you’ll hear a lot in those Badlands. ” And I did. I stood in the darkness sipping beer and missing my wife, listening to the chirr of summer insects while the stars brightened, trying to tune my ears to the unknown.",This North Dakota Bike Trail Is Stunning. Just Hope You Survive It. - The New York Times
18638,"BUDAPEST, Hungary (AP)  —   Hungary’s Constitutional Court has repealed a ban by a village led by a   mayor on the construction of mosques and headscarves like burkas and chadors worn by Muslim women. [The court said Wednesday that the ban, also outlawing the activity of muezzins, infringed on freedoms of religion and speech.  The measure had been in place since November in the village of Asotthalom, on the Serbian border, led by Mayor Laszlo Toroczkai of the   Jobbik party. Before Hungary built fences on its borders with Serbia and Croatia in late 2015, Asotthalom was a frequent point of entry into Hungary for migrants and refugees on their way to Western Europe. Last year, Toroczkai said the ordinance was adopted to defend the village’s “community and traditions. ”",Hungary’s Top Court Blocks Village Ban on Mosques and Burkas
1707,"Pakistan defended their title in Asia Kabaddi Cup 2016 defeating India by 19 points here on Friday.They achieved 50 points against 31 by their arch rivals in the final of the tournament.Pakistan won the title for the second time in a row.Earlier, both Pakistan and India remained unbeaten in their pool matches of the tournament.Pakistan had won their pool matches against Iran, Afghanistan, Nepal and Sri Lanka.",Pakistan beat India to retain Asia Kabaddi Cu
